id,channel,agent,customer_message,agent_message,timestamp,handle_time_seconds,resolved,first_call_resolution,csat,compliance_violation
218,email,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-06-16 15:51:42,3028,0,0,3,0
219,call,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-24 09:32:36,1189,1,0,4,0
220,email,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-05-09 10:14:40,498,1,1,5,0
221,call,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-18 12:00:25,1397,1,0,3,0
222,chat,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-13 10:39:10,830,1,0,5,0
223,call,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-06 09:02:11,548,1,1,4,0
224,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-02-05 15:27:15,678,1,0,4,0
225,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-07-13 08:40:23,548,0,0,4,0
226,call,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-02 13:24:18,1526,1,0,3,0
227,email,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-07-24 14:51:03,1119,1,0,4,0
228,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-07-20 12:12:53,55,1,1,3,0
229,chat,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-03-14 11:10:14,386,1,1,4,0
230,call,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-12 15:43:45,1696,1,0,3,0
231,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-08-07 12:12:20,435,1,1,4,0
232,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-05-23 14:50:52,825,1,0,5,0
233,chat,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-08 12:48:12,631,1,0,3,0
234,email,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-02 13:35:35,1310,1,0,5,0
235,chat,Agent G,I have an can't with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-03 13:25:43,740,0,0,3,0
236,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-06-11 15:39:50,526,1,1,4,0
237,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-29 14:13:56,398,1,1,4,0
238,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-08-23 13:08:55,616,1,0,4,0
239,call,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-10-05 15:29:15,1050,1,0,5,0
240,call,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-15 11:10:22,420,0,0,1,0
241,call,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-29 15:50:14,1787,1,0,4,0
242,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-03-28 10:56:45,725,0,0,3,0
243,email,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-31 10:31:27,1082,1,0,3,0
244,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-10-23 13:45:22,442,1,1,5,0
245,chat,Agent H,I have an angry with my order.,Please try resetting and let us know if the issue persists.,2025-06-17 13:17:49,680,1,0,3,0
246,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-04-19 12:30:10,163,1,1,4,0
247,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-01-24 08:54:22,1867,1,0,5,0
248,call,Agent O,Question about product feature and delivery time.,,2025-06-04 09:26:49,371,1,1,3,0
249,call,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-27 11:36:27,1059,1,0,3,0
250,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-09-23 14:11:21,462,1,1,4,0
251,chat,Agent M,Question about product feature and delivery time.,,2025-02-22 08:56:21,170,1,1,4,0
252,chat,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-05 13:33:18,673,1,0,3,0
253,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-04-22 08:47:20,1499,0,0,3,0
254,chat,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-26 15:05:25,338,1,1,4,0
255,chat,Agent K,Question about product feature and delivery time.,,2025-01-28 15:08:03,536,1,1,3,0
256,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-12 09:12:04,729,1,0,4,0
257,call,Agent B,I have an delay with my order.,Please try resetting and let us know if the issue persists.,2025-01-09 13:20:46,1796,1,0,3,0
258,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-02-12 13:49:49,110,1,1,5,0
259,email,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-28 13:46:24,2921,1,0,5,0
260,call,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-21 13:34:23,1696,1,0,3,0
261,chat,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-25 12:31:06,768,1,0,3,0
262,email,Agent B,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-01-16 11:02:57,2630,1,0,5,0
263,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-10-18 09:31:08,720,1,0,4,0
264,call,Agent D,Question about product feature and delivery time.,,2025-01-24 12:17:38,546,0,0,3,0
265,email,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-03 10:02:36,1171,0,0,2,0
266,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-22 08:25:04,822,0,0,3,0
267,email,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-08 09:49:35,1053,1,0,3,0
268,chat,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-07 14:55:19,54,1,1,3,0
269,call,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-01 14:54:28,392,1,0,2,0
270,chat,Agent E,Question about product feature and delivery time.,,2025-02-17 08:23:58,562,1,0,4,0
271,email,Agent J,I have an can't with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-02-18 12:36:01,2773,0,0,3,0
272,call,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-17 10:53:42,458,0,0,3,0
273,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-08-19 12:14:31,492,1,1,4,0
274,call,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-01-21 09:57:25,908,1,0,4,0
275,chat,Agent N,Question about product feature and delivery time.,,2025-03-31 08:16:58,599,1,1,2,0
276,chat,Agent N,I have an can't with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-04-24 09:11:23,626,1,0,4,0
277,chat,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-12 13:52:47,879,0,0,4,0
278,call,Agent G,I have an angry with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-22 12:30:57,743,1,0,5,0
279,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-05-06 13:53:30,119,1,1,5,0
280,email,Agent M,I have an can't with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-10-06 15:14:05,3260,1,0,5,0
281,email,Agent G,I have an problem with my order.,Please try resetting and let us know if the issue persists.,2025-05-19 09:38:12,3248,1,0,4,0
282,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-03-23 08:54:41,3189,0,0,2,0
283,call,Agent M,Question about product feature and delivery time.,,2025-07-18 11:13:46,535,1,1,4,0
284,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-30 13:10:00,585,1,1,3,0
285,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-01-11 12:47:30,378,1,0,4,1
286,email,Agent O,I have an problem with my order.,,2025-03-14 15:02:54,357,1,0,3,0
287,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-06-15 09:14:31,694,1,0,4,0
288,email,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-04-25 14:03:28,581,1,1,3,0
289,email,Agent N,I have an delay with my order.,,2025-10-18 08:17:41,2564,1,0,2,0
290,email,Agent D,I have an issue with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-06-27 10:54:29,1889,1,0,3,0
291,email,Agent F,I have an issue with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-05-12 15:09:49,741,0,0,2,0
292,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-10-23 13:55:30,331,1,1,4,0
293,chat,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-12 09:27:52,125,1,0,4,0
294,email,Agent J,I have an delay with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-11 09:25:47,3017,0,0,2,0
295,email,Agent E,I have an problem with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-05-02 08:52:22,1537,1,0,5,0
296,email,Agent B,I have an delay with my order.,,2025-01-14 09:53:01,1999,0,0,3,0
297,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-05-16 08:49:46,408,1,1,3,0
298,email,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-19 08:46:48,991,1,0,4,0
299,call,Agent G,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-02 14:15:13,1155,1,0,2,0
300,email,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-20 14:10:01,1899,1,0,4,0
301,call,Agent M,I have an issue with my order.,,2025-04-09 09:08:54,1071,1,0,4,0
302,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-02-04 08:47:31,562,1,0,4,0
303,email,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-08-03 09:01:27,492,1,1,4,0
304,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-09-06 13:12:24,663,1,0,5,0
305,chat,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-19 14:17:06,411,1,1,3,0
306,email,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-27 09:13:23,1374,1,0,4,0
307,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-15 09:55:26,1591,0,0,3,0
308,email,Agent C,I have an not working with my order.,,2025-09-26 13:10:34,882,0,0,2,0
309,email,Agent O,I have an delay with my order.,"Sorry for the inconvenience. Thank you, I will assist.",2025-07-04 14:24:49,2850,1,0,3,0
310,call,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-10-10 11:11:00,763,1,0,5,0
311,call,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-04-20 15:48:05,1231,1,0,4,0
312,call,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-03-30 13:28:18,1639,0,0,2,0
313,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-28 12:10:40,436,1,1,5,0
314,email,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-05-25 10:43:00,2683,1,0,4,0
315,email,Agent O,I have an not working with my order.,,2025-06-02 09:42:52,3359,0,0,3,0
316,chat,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-09-12 10:41:26,627,1,0,3,0
317,chat,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-24 14:14:49,717,1,0,3,0
318,email,Agent E,I have an delay with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-02-19 12:17:06,2844,0,0,3,0
319,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-06-07 11:49:38,504,0,0,1,0
320,call,Agent B,Question about product feature and delivery time.,,2025-08-30 09:46:14,961,1,0,4,0
321,call,Agent C,Question about product feature and delivery time.,,2025-03-12 09:49:23,1117,1,0,4,0
322,chat,Agent C,I have an can't with my order.,Please try resetting and let us know if the issue persists.,2025-06-10 13:46:31,202,1,1,3,0
323,email,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-08-11 13:45:58,214,1,1,5,0
324,email,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-03 13:42:15,1338,1,0,3,0
325,email,Agent C,I have an delay with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-03 15:29:55,1443,1,0,4,0
326,email,Agent M,Question about product feature and delivery time.,,2025-04-07 09:30:02,1712,1,0,3,0
327,call,Agent D,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-12 13:22:03,256,1,1,4,0
328,chat,Agent B,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-01-11 08:26:20,288,1,1,3,0
329,email,Agent E,I have an problem with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-08-04 14:01:21,1775,0,0,4,0
330,chat,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-09-12 09:48:29,236,1,1,4,0
331,email,Agent O,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-04-17 14:15:51,512,0,0,3,0
332,email,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-02-21 10:19:45,1141,1,0,3,0
333,chat,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-05-29 11:16:43,127,0,0,3,0
334,email,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-03 11:59:03,1586,0,0,2,0
335,chat,Agent H,Question about product feature and delivery time.,,2025-05-20 15:36:24,849,1,0,4,0
336,email,Agent N,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-23 08:56:38,2838,1,0,3,0
337,email,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-15 15:51:04,595,1,1,4,0
338,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-26 14:59:10,2186,1,0,3,0
339,chat,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-05-08 12:23:11,657,1,0,4,0
340,call,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-03-26 08:40:53,283,1,1,4,0
341,call,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-08-24 12:02:35,1095,1,0,5,0
342,chat,Agent A,I have an issue with my order.,Please try resetting and let us know if the issue persists.,2025-10-13 12:59:52,682,1,0,3,0
343,chat,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-08-22 11:06:09,369,1,1,3,0
344,chat,Agent M,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-24 08:01:11,328,1,1,4,0
345,call,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-03-13 15:28:50,581,1,0,3,0
346,email,Agent B,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-08-01 08:25:23,1933,1,0,5,0
347,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-01-03 12:49:38,524,0,0,3,0
348,chat,Agent N,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-07 08:56:33,546,0,0,1,0
349,email,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-05-08 10:29:25,625,1,0,4,0
350,email,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-10 14:28:46,2616,1,0,3,0
351,call,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-02 12:35:11,1738,1,0,2,0
352,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-10-01 10:36:09,55,1,1,4,0
353,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-03-24 10:36:31,238,0,0,4,0
354,call,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-10-15 15:52:19,1786,0,0,3,0
355,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-07-15 11:31:39,280,1,1,3,0
356,call,Agent O,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-08 14:52:23,782,1,0,3,0
357,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-09-21 09:05:10,194,1,1,3,0
358,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-01-27 15:02:31,838,1,0,5,0
359,email,Agent F,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-09-27 10:00:07,712,1,0,3,0
360,chat,Agent F,Question about product feature and delivery time.,,2025-06-19 11:17:02,663,1,0,3,0
361,call,Agent K,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-05 09:02:39,1436,0,0,3,0
362,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-28 11:30:44,871,0,0,3,0
363,email,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-01-23 10:41:53,745,0,0,3,0
364,chat,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-04-20 15:52:22,692,0,0,2,0
365,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-08-24 14:31:30,2345,1,0,5,0
366,email,Agent G,I have an angry with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-10 10:52:47,319,0,0,1,0
367,email,Agent B,I have an angry with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-07-03 12:34:36,1622,1,0,4,0
368,chat,Agent G,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-07 10:41:05,41,1,1,3,0
369,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-07-21 12:53:21,246,1,1,4,0
370,call,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-28 09:39:02,1124,1,0,4,0
371,email,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-02-20 09:47:48,2809,1,0,5,0
372,chat,Agent H,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-18 13:36:36,403,0,0,4,0
373,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-05-07 15:09:04,167,1,1,3,0
374,email,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-31 13:52:33,633,0,0,3,0
375,email,Agent K,I have an issue with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-09 14:37:16,2431,1,0,3,0
376,email,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-08-30 13:57:07,3063,0,0,2,0
377,email,Agent B,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-23 11:18:43,3363,0,0,2,0
378,chat,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-17 14:00:07,397,1,1,2,0
379,chat,Agent D,Question about product feature and delivery time.,,2025-01-22 14:05:08,399,1,0,4,0
380,chat,Agent I,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-05-21 15:35:57,699,1,0,4,0
381,call,Agent B,Question about product feature and delivery time.,,2025-09-22 10:17:23,1237,1,0,4,0
382,call,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-14 09:15:53,613,1,0,3,0
383,email,Agent N,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-02 14:01:03,2032,1,0,2,0
384,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-01-23 09:09:50,616,1,0,4,0
385,call,Agent I,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-27 13:27:19,1670,1,0,3,0
386,call,Agent N,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-09-04 09:33:09,1751,1,0,4,0
387,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-06-25 12:07:39,141,1,1,5,0
388,email,Agent C,Question about product feature and delivery time.,,2025-09-01 13:35:44,2236,1,0,3,0
389,email,Agent C,I have an angry with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-10-04 15:31:56,237,1,1,5,0
390,chat,Agent M,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-22 08:53:21,115,1,0,3,0
391,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-01-04 13:15:39,734,0,0,3,0
392,email,Agent E,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-02 11:51:19,1687,0,0,3,0
393,email,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-04-02 11:22:11,2426,1,0,3,0
394,email,Agent L,Question about product feature and delivery time.,,2025-04-28 12:03:54,470,1,1,2,0
395,email,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-27 09:27:47,3432,1,0,4,0
396,chat,Agent B,Question about product feature and delivery time.,,2025-01-20 14:35:40,658,1,0,3,0
397,call,Agent A,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-31 13:49:41,1241,1,0,5,0
398,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-01-19 11:16:27,828,1,0,4,0
399,chat,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-09-23 08:08:23,773,0,0,4,0
400,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-04-10 12:08:21,548,1,1,4,0
401,call,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-09-20 10:20:44,952,1,0,4,0
402,email,Agent H,I have an issue with my order.,"Sorry for the inconvenience. Thanks, I will assist.",2025-10-28 15:50:46,2832,1,0,3,0
403,chat,Agent F,I have an delay with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-09-22 12:52:32,107,1,1,4,0
404,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-04-08 12:32:31,241,1,1,5,0
405,chat,Agent M,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-02-24 09:05:28,36,0,0,3,0
406,email,Agent H,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-10-22 15:54:27,2153,1,0,3,0
407,email,Agent A,Question about product feature and delivery time.,,2025-09-27 15:16:30,193,1,1,3,0
408,email,Agent H,I have an angry with my order.,"Sorry for the inconvenience. Great, I will assist.",2025-06-11 14:16:24,1541,1,0,4,0
409,email,Agent D,Question about product feature and delivery time.,"Sorry for the inconvenience. Resolved, I will assist.",2025-05-18 12:17:25,922,1,0,4,0
410,email,Agent J,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-09 13:14:30,3353,1,0,3,0
411,chat,Agent C,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-03-18 12:18:18,576,1,1,4,0
412,chat,Agent L,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-03-25 08:32:47,128,1,1,4,0
413,email,Agent O,I have an issue with my order.,"Sorry for the inconvenience. Happy, I will assist.",2025-05-12 11:07:56,874,1,0,3,0
414,chat,Agent F,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-09-19 12:26:14,323,1,0,3,0
415,email,Agent O,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-06-22 11:50:22,352,1,1,3,0
416,email,Agent G,Question about product feature and delivery time.,,2025-05-19 12:02:58,3123,1,0,5,0
417,chat,Agent C,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-01-12 09:08:17,747,1,0,4,0
418,call,Agent H,I have an can't with my order.,Please try resetting and let us know if the issue persists.,2025-10-08 08:29:23,392,1,1,4,0
419,call,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-04-28 10:15:06,529,1,1,4,0
420,call,Agent I,Question about product feature and delivery time.,,2025-05-20 12:59:34,1608,1,0,3,0
421,email,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-10-16 11:57:33,2032,1,0,4,0
422,chat,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-01-06 08:00:03,510,1,1,3,0
423,email,Agent E,Question about product feature and delivery time.,"Sorry for the inconvenience. Thank you, I will assist.",2025-01-05 14:58:16,2305,1,0,3,0
424,chat,Agent L,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-07-19 15:32:25,559,0,0,4,0
425,call,Agent K,Question about product feature and delivery time.,"Sorry for the inconvenience. Thanks, I will assist.",2025-05-20 10:35:28,320,1,1,3,0
426,email,Agent D,I have an problem with my order.,Please try resetting and let us know if the issue persists.,2025-06-14 08:10:35,1215,1,0,3,0
427,email,Agent D,I have an not working with my order.,"Sorry for the inconvenience. Resolved, I will assist.",2025-02-16 09:22:17,1581,1,0,4,0
428,call,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-05-17 15:03:36,961,0,0,2,0
429,email,Agent D,Question about product feature and delivery time.,Please try resetting and let us know if the issue persists.,2025-07-17 15:01:11,875,1,0,4,0
430,email,Agent K,I have an angry with my order.,Please try resetting and let us know if the issue persists.,2025-06-09 10:56:26,2193,1,0,3,0
431,chat,Agent F,Question about product feature and delivery time.,,2025-01-27 15:51:40,271,1,1,4,0
432,email,Agent A,Question about product feature and delivery time.,"Sorry for the inconvenience. Great, I will assist.",2025-01-22 13:17:20,3217,1,0,5,0
433,chat,Agent J,Question about product feature and delivery time.,"Sorry for the inconvenience. Happy, I will assist.",2025-06-23 14:54:49,840,1,0,3,0
434,email,Agent F,I have an angry with my order.,Please try resetting and let us know if the issue persists.,2025-08-13 14:40:25,1086,0,0,3,0
